Name           Surname                       ND1       ND2       ND3            ND4            ND5            FINAL  
Name3878            Surname3878         9              10             9              5              7              5              
Name4138            Surname4138         5              10             2              6              2              5              
Name4315            Surname4315         5              8              1              6              5              5              
Name4668            Surname4668         9              4              4              6              2              5              
Name4777            Surname4777         10             1              3              4              7              5              
Name4815            Surname4815         10             10             1              9              10             5              
Name4878            Surname4878         7              1              1              8              8              5              
Name4939            Surname4939         1              1              9              4              10             5              
Name4983            Surname4983         1              9              6              1              8              5              
Name5119            Surname5119         5              4              1              6              9              5              
Name5187            Surname5187         2              5              2              6              10             5              
Name5516            Surname5516         7              10             9              7              7              5              
Name5889            Surname5889         10             8              1              3              3              5              
Name6003            Surname6003         1              7              6              8              3              5              
Name6040            Surname6040         6              7              3              1              8              5              
Name6172            Surname6172         6              10             6              9              9              5              
Name6249            Surname6249         9              2              4              6              4              5              
Name6644            Surname6644         8              4              10             2              1              5              
Name6683            Surname6683         4              6              5              4              6              5              
Name6718            Surname6718         9              2              4              7              3              5              
Name7020            Surname7020         4              7              6              1              7              5              
Name7088            Surname7088         4              4              8              8              1              5              
Name7095            Surname7095         3              7              1              7              7              5              
Name7583            Surname7583         5              7              7              1              5              5              
Name7593            Surname7593         2              8              1              8              6              5              
Name7609            Surname7609         9              1              1              4              10             5              
Name7619            Surname7619         8              3              5              8              1              5              
Name7799            Surname7799         8              1              10             3              3              5              
Name7923            Surname7923         8              3              1              8              5              5              
Name7977            Surname7977         6              5              6              4              4              5              
Name8032            Surname8032         1              9              7              5              3              5              
Name8049            Surname8049         2              1              3              3              1              5              
Name8070            Surname8070         7              6              1              1              10             5              
Name8558            Surname8558         2              5              1              8              9              5              
Name8592            Surname8592         2              8              7              6              2              5              
Name8614            Surname8614         1              6              2              6              10             5              
Name8724            Surname8724         7              4              5              6              3              5              
Name8739            Surname8739         3              2              5              8              7              5              
Name9088            Surname9088         8              2              7              7              1              5              
Name9099            Surname9099         4              10             9              7              10             5              
Name9384            Surname9384         1              4              8              7              5              5              
Name9396            Surname9396         3              4              6              2              10             5              
Name1054            Surname1054         4              10             5              9              5              5.04           
Name1066            Surname1066         1              10             5              7              10             5.04           
Name1197            Surname1197         9              1              8              5              10             5.04           
Name1277            Surname1277         2              9              4              8              10             5.04           
Name1337            Surname1337         3              2              1              10             2              5.04           
Name1635            Surname1635         8              9              3              9              4              5.04           
Name1691            Surname1691         6              8              1              8              10             5.04           
Name1723            Surname1723         8              10             10             2              3              5.04           
Name1738            Surname1738         7              5              7              10             4              5.04           
Name2132            Surname2132         4              6              1              6              1              5.04           
Name2208            Surname2208         5              9              10             4              5              5.04           
Name2286            Surname2286         10             2              4              8              9              5.04           
Name2313            Surname2313         8              6              10             7              2              5.04           
Name2409            Surname2409         10             7              2              6              8              5.04           
Name2737            Surname2737         10             2              1              1              4              5.04           
Name2810            Surname2810         3              1              10             3              1              5.04           
Name2922            Surname2922         7              4              3              10             9              5.04           
Name2973            Surname2973         9              6              1              7              10             5.04           
Name3030            Surname3030         6              10             4              4              9              5.04           
Name3182            Surname3182         2              3              9              9              10             5.04           
Name3244            Surname3244         3              2              2              9              2              5.04           
Name3454            Surname3454         3              10             1              2              2              5.04           
Name3457            Surname3457         5              10             9              3              6              5.04           
Name3509            Surname3509         6              7              9              7              4              5.04           
Name3867            Surname3867         9              10             9              1              4              5.04           
Name4238            Surname4238         5              4              3              1              5              5.04           
Name4615            Surname4615         9              9              3              10             2              5.04           
Name4925            Surname4925         2              7              3              5              1              5.04           
Name5094            Surname5094         9              3              8              6              7              5.04           
Name5130            Surname5130         3              4              5              1              5              5.04           
Name5198            Surname5198         10             4              4              8              7              5.04           
Name5758            Surname5758         8              4              6              6              9              5.04           
Name5778            Surname5778         5              2              3              2              6              5.04           
Name6108            Surname6108         2              10             6              7              8              5.04           
Name6160            Surname6160         6              4              7              8              8              5.04           
Name6215            Surname6215         5              8              7              7              6              5.04           
Name6407            Surname6407         7              3              5              8              10             5.04           
Name6593            Surname6593         3              6              8              8              8              5.04           
Name6759            Surname6759         3              9              1              3              2              5.04           
Name7045            Surname7045         8              4              3              9              9              5.04           
Name7058            Surname7058         3              2              9              3              1              5.04           
Name7514            Surname7514         10             3              3              1              1              5.04           
Name7566            Surname7566         3              5              5              4              1              5.04           
Name7656            Surname7656         5              1              4              1              7              5.04           
Name7722            Surname7722         4              6              6              1              1              5.04           
Name7731            Surname7731         9              6              4              10             4              5.04           
Name8055            Surname8055         5              5              10             3              10             5.04           
Name8073            Surname8073         3              1              2              10             2              5.04           
Name8399            Surname8399         6              10             4              9              4              5.04           
Name8610            Surname8610         7              5              6              10             5              5.04           
Name8660            Surname8660         5              1              6              3              3              5.04           
Name8663            Surname8663         2              7              7              9              8              5.04           
Name8707            Surname8707         4              3              6              3              2              5.04           
Name8751            Surname8751         5              5              4              2              2              5.04           
Name8887            Surname8887         1              1              8              5              3              5.04           
Name8962            Surname8962         10             5              5              9              4              5.04           
Name8964            Surname8964         10             10             4              7              2              5.04           
Name9100            Surname9100         1              2              8              2              5              5.04           
Name9140            Surname9140         5              10             3              10             5              5.04           
Name9410            Surname9410         2              10             6              6              9              5.04           
Name9684            Surname9684         4              5              4              2              3              5.04           
Name9708            Surname9708         3              4              4              4              3              5.04           
Name9842            Surname9842         6              3              5              3              1              5.04           
Name1052            Surname1052         9              2              7              6              2              5.08           
Name1140            Surname1140         9              2              2              8              5              5.08           
Name1207            Surname1207         10             6              5              2              3              5.08           
Name1257            Surname1257         2              9              9              2              4              5.08           
Name1459            Surname1459         2              6              8              2              8              5.08           
Name1826            Surname1826         8              9              6              8              10             5.08           
Name1841            Surname1841         5              8              10             10             8              5.08           
Name1963            Surname1963         5              2              4              5              10             5.08           
Name2219            Surname2219         3              8              4              8              3              5.08           
Name2231            Surname2231         2              2              10             8              4              5.08           
Name2260            Surname2260         4              10             1              6              5              5.08           
Name2940            Surname2940         9              2              10             4              1              5.08           
Name3012            Surname3012         10             1              10             4              1              5.08           
Name3033            Surname3033         7              6              3              7              3              5.08           
Name3138            Surname3138         2              8              2              4              10             5.08           
Name3148            Surname3148         6              6              3              7              4              5.08           
Name4292            Surname4292         8              6              5              2              5              5.08           
Name4296            Surname4296         6              1              2              7              10             5.08           
Name4297            Surname4297         2              8              8              6              2              5.08           
Name4369            Surname4369         2              9              10             3              2              5.08           
Name4459            Surname4459         4              10             4              5              3              5.08           
Name4713            Surname4713         5              5              3              4              9              5.08           
Name4902            Surname4902         7              1              8              3              7              5.08           
Name5069            Surname5069         7              2              2              6              9              5.08           
Name5070            Surname5070         7              7              9              1              2              5.08           
Name5086            Surname5086         3              6              4              4              9              5.08           
Name5194            Surname5194         6              10             7              2              1              5.08           
Name5245            Surname5245         8              4              6              4              4              5.08           
Name5279            Surname5279         8              2              4              2              10             5.08           
Name5290            Surname5290         10             7              1              3              5              5.08           
Name6075            Surname6075         5              2              4              5              10             5.08           
Name6143            Surname6143         9              10             9              6              7              5.08           
Name6223            Surname6223         9              2              8              3              4              5.08           
Name6409            Surname6409         4              9              1              9              3              5.08           
Name6484            Surname6484         1              5              9              2              9              5.08           
Name6771            Surname6771         5              5              5              4              7              5.08           
Name7087            Surname7087         5              7              4              9              1              5.08           
Name7389            Surname7389         4              8              1              3              10             5.08           
Name7594            Surname7594         1              10             2              7              6              5.08           
Name7715            Surname7715         9              5              5              3              4              5.08           
Name7860            Surname7860         4              10             9              1              2              5.08           
Name7965            Surname7965         4              4              8              3              7              5.08           
Name8096            Surname8096         5              7              5              8              1              5.08           
Name8157            Surname8157         9              2              10             4              1              5.08           
Name8269            Surname8269         8              5              5              1              7              5.08           
Name8409            Surname8409         5              5              8              4              4              5.08           
Name8425            Surname8425         4              8              10             2              2              5.08           
Name8474            Surname8474         5              5              6              2              8              5.08           
Name9001            Surname9001         3              9              4              9              1              5.08           
Name9275            Surname9275         4              10             2              4              6              5.08           
Name9457            Surname9457         5              5              2              6              8              5.08           
Name9598            Surname9598         7              2              7              1              9              5.08           
Name9781            Surname9781         3              8              10             2              3              5.08           
Name9921            Surname9921         1              2              9              8              6              5.08           
Name2131            Surname2131         3              2              8              1              5              5.12           
Name2912            Surname2912         5              6              1              2              5              5.12           
Name3323            Surname3323         4              2              2              1              10             5.12           
Name4627            Surname4627         8              3              2              3              3              5.12           
Name4849            Surname4849         5              1              2              4              7              5.12           
Name6425            Surname6425         4              3              3              3              6              5.12           
Name6757            Surname6757         2              1              5              1              10             5.12           
Name6933            Surname6933         4              2              5              3              5              5.12           
Name7009            Surname7009         6              3              3              5              2              5.12           
Name7349            Surname7349         2              3              5              1              8              5.12           
Name8117            Surname8117         3              4              2              4              6              5.12           
Name8176            Surname8176         5              3              6              1              4              5.12           
Name8396            Surname8396         3              5              2              5              4              5.12           
Name9177            Surname9177         3              2              10             2              2              5.12           
Name9467            Surname9467         3              2              8              5              1              5.12           
Name9746            Surname9746         6              3              2              4              4              5.12           
Name9830            Surname9830         7              3              3              5              1              5.12           
Name9911            Surname9911         4              8              3              3              1              5.12           
Name1060            Surname1060         4              7              7              9              7              5.12           
Name1470            Surname1470         3              4              8              9              10             5.12           
Name1537            Surname1537         7              9              8              2              8              5.12           
Name1549            Surname1549         7              7              6              6              8              5.12           
Name1747            Surname1747         5              8              3              10             8              5.12           
Name1769            Surname1769         6              1              10             10             7              5.12           
Name2086            Surname2086         7              5              5              8              9              5.12           
Name2349            Surname2349         5              10             2              9              8              5.12           
Name2607            Surname2607         10             5              10             8              1              5.12           
Name2805            Surname2805         7              9              7              1              10             5.12           
Name3311            Surname3311         8              4              9              9              4              5.12           
Name3479            Surname3479         10             7              5              4              8              5.12           
Name3481            Surname3481         7              8              10             2              7              5.12           
Name3594            Surname3594         3              8              7              10             6              5.12           
Name4271            Surname4271         10             4              7              5              8              5.12           
Name4316            Surname4316         6              3              10             9              6              5.12           
Name5014            Surname5014         3              10             10             8              3              5.12           
Name5131            Surname5131         9              9              7              4              5              5.12           
Name5221            Surname5221         10             7              6              7              4              5.12           
Name5663            Surname5663         2              5              9              8              10             5.12           
Name5831            Surname5831         6              7              7              10             4              5.12           
Name5980            Surname5980         5              9              1              9              10             5.12           
Name6516            Surname6516         10             8              10             4              2              5.12           
Name7391            Surname7391         7              7              5              10             5              5.12           
Name7449            Surname7449         5              9              9              3              8              5.12           
Name8148            Surname8148         8              6              9              4              7              5.12           
Name8235            Surname8235         7              8              6              4              9              5.12           
Name8408            Surname8408         9              10             3              4              8              5.12           
Name8565            Surname8565         6              10             6              7              5              5.12           
Name9650            Surname9650         7              3              8              6              10             5.12           
Name9678            Surname9678         8              5              8              8              5              5.12           
Name9724            Surname9724         10             9              2              4              9              5.12           
Name9771            Surname9771         4              10             7              5              8              5.12           
Name1020            Surname1020         1              3              6              8              9              5.16           
Name1152            Surname1152         9              5              3              9              1              5.16           
Name1271            Surname1271         1              7              4              9              6              5.16           
Name1306            Surname1306         8              2              9              4              4              5.16           
Name1426            Surname1426         6              3              7              8              3              5.16           
Name1566            Surname1566         5              6              5              3              8              5.16           
Name1573            Surname1573         9              10             2              1              5              5.16           
Name1690            Surname1690         5              7              4              7              4              5.16           
Name1941            Surname1941         7              5              10             1              4              5.16           
Name2154            Surname2154         10             9              10             4              9              5.16           
Name2381            Surname2381         2              1              6              10             8              5.16           
Name2458            Surname2458         3              7              10             3              4              5.16           
Name2552            Surname2552         5              1              8              4              9              5.16           
Name2617            Surname2617         1              8              2              7              9              5.16           
Name2742            Surname2742         4              2              9              3              9              5.16           
Name2749            Surname2749         6              5              5              2              9              5.16           
Name2778            Surname2778         6              8              1              6              6              5.16           
Name3414            Surname3414         8              7              5              6              1              5.16           
Name3446            Surname3446         9              4              3              2              9              5.16           
Name3714            Surname3714         2              9              1              8              7              5.16           
Name3820            Surname3820         3              4              1              3              1              5.16           
Name3887            Surname3887         8              5              10             10             9              5.16           
Name3918            Surname3918         6              6              9              2              4              5.16           
Name4494            Surname4494         10             8              1              6              2              5.16           
Name4533            Surname4533         2              9              1              9              6              5.16           
Name4589            Surname4589         3              9              1              9              5              5.16           
Name4923            Surname4923         8              5              1              7              6              5.16           
Name4950            Surname4950         1              4              7              10             5              5.16           
Name5262            Surname5262         5              5              6              10             1              5.16           
Name5267            Surname5267         2              6              8              8              3              5.16           
Name5286            Surname5286         1              4              1              1              5              5.16           
Name5416            Surname5416         3              6              10             6              2              5.16           
Name5999            Surname5999         1              9              4              6              7              5.16           
Name6105            Surname6105         8              4              2              9              4              5.16           
Name6205            Surname6205         8              2              1              8              8              5.16           
Name6230            Surname6230         3              10             5              5              4              5.16           
Name6314            Surname6314         4              5              9              1              8              5.16           
Name6672            Surname6672         5              1              3              8              10             5.16           
Name6693            Surname6693         8              2              4              8              5              5.16           
Name6935            Surname6935         3              10             3              5              6              5.16           
Name7209            Surname7209         4              4              4              10             5              5.16           
Name7421            Surname7421         10             6              9              9              8              5.16           
Name7490            Surname7490         7              4              9              3              4              5.16           
Name7549            Surname7549         8              2              9              4              4              5.16           
Name7586            Surname7586         7              3              6              3              8              5.16           
Name7680            Surname7680         3              9              6              6              3              5.16           
Name8053            Surname8053         2              4              6              8              7              5.16           
Name8092            Surname8092         3              8              4              6              6              5.16           
Name8520            Surname8520         4              4              6              7              6              5.16           
Name8571            Surname8571         7              5              10             10             10             5.16           
Name8731            Surname8731         5              4              6              6              6              5.16           
Name8902            Surname8902         1              1              1              3              6              5.16           
Name8909            Surname8909         9              1              2              6              9              5.16           
Name9004            Surname9004         3              3              7              10             4              5.16           
Name9011            Surname9011         10             1              6              5              5              5.16           
Name9199            Surname9199         5              6              6              3              7              5.16           
Name9376            Surname9376         5              9              2              4              7              5.16           
Name9434            Surname9434         5              9              2              8              3              5.16           
Name9493            Surname9493         10             8              7              7              10             5.16           
Name9562            Surname9562         5              6              9              1              6              5.16           
Name9609            Surname9609         1              10             5              10             1              5.16           
Name9797            Surname9797         5              5              6              9              2              5.16           
Name9924            Surname9924         6              8              6              6              1              5.16           
Name9959            Surname9959         7              8              1              1              10             5.16           
Name1238            Surname1238         7              1              2              4              6              5.2            
Name1417            Surname1417         8              4              4              2              2              5.2            
Name1686            Surname1686         4              9              4              2              1              5.2            
Name1880            Surname1880         4              3              3              7              3              5.2            
Name2103            Surname2103         2              7              3              5              3              5.2            
Name2266            Surname2266         2              4              1              10             3              5.2            
Name2382            Surname2382         3              2              9              1              5              5.2            
Name2455            Surname2455         7              1              6              2              4              5.2            
Name2804            Surname2804         1              2              7              2              8              5.2            
Name3020            Surname3020         5              2              5              7              1              5.2            
Name3106            Surname3106         1              2              3              6              8              5.2            
Name3581            Surname3581         3              6              4              6              1              5.2            
Name3683            Surname3683         3              4              2              1              10             5.2            
Name4094            Surname4094         1              4              2              5              8              5.2            
Name4817            Surname4817         7              1              2              7              3              5.2            
Name4818            Surname4818         2              6              4              5              3              5.2            
Name4824            Surname4824         5              2              4              7              2              5.2            
Name4907            Surname4907         1              3              3              8              5              5.2            
Name7918            Surname7918         1              8              6              2              3              5.2            
Name8137            Surname8137         1              1              10             7              1              5.2            
Name8156            Surname8156         3              7              3              3              4              5.2            
Name8511            Surname8511         5              7              5              2              1              5.2            
Name9372            Surname9372         6              2              3              3              6              5.2            
Name9862            Surname9862         1              3              9              3              4              5.2            
Name1424            Surname1424         2              10             6              7              10             5.2            
Name1443            Surname1443         3              9              10             10             3              5.2            
Name1954            Surname1954         9              9              6              3              8              5.2            
Name2107            Surname2107         7              4              9              7              8              5.2            
Name2125            Surname2125         7              4              6              10             8              5.2            
Name2580            Surname2580         10             5              7              10             3              5.2            
Name2637            Surname2637         2              9              5              10             9              5.2            
Name2766            Surname2766         7              5              10             7              6              5.2            
Name2889            Surname2889         4              10             4              10             7              5.2            
Name3785            Surname3785         9              4              5              9              8              5.2            
Name3828            Surname3828         2              8              8              10             7              5.2            
Name3988            Surname3988         9              6              5              8              7              5.2            
Name4229            Surname4229         9              3              9              6              8              5.2            
Name4412            Surname4412         7              7              6              9              6              5.2            
Name4521            Surname4521         7              10             5              7              6              5.2            
Name4766            Surname4766         10             3              10             4              8              5.2            
Name4957            Surname4957         10             4              7              4              10             5.2            
Name5315            Surname5315         6              10             4              7              8              5.2            
Name5813            Surname5813         5              9              9              4              8              5.2            
Name6235            Surname6235         10             1              10             10             4              5.2            
Name6701            Surname6701         2              8              10             8              7              5.2            
Name7299            Surname7299         2              5              9              10             9              5.2            
Name7537            Surname7537         10             10             1              10             4              5.2            
Name7574            Surname7574         8              3              6              9              9              5.2            
Name7669            Surname7669         6              6              8              10             5              5.2            
Name7833            Surname7833         10             2              6              10             7              5.2            
Name8735            Surname8735         10             6              3              6              10             5.2            
Name8756            Surname8756         9              8              9              7              2              5.2            
Name8837            Surname8837         6              6              9              4              10             5.2            
Name9218            Surname9218         8              10             1              7              9              5.2            
Name9251            Surname9251         8              6              10             9              2              5.2            
Name9508            Surname9508         9              5              4              8              9              5.2            
Name1061            Surname1061         5              10             2              6              5              5.24           
Name1334            Surname1334         10             2              4              9              3              5.24           
Name1930            Surname1930         4              3              9              8              4              5.24           
Name2074            Surname2074         6              8              5              6              3              5.24           
Name2350            Surname2350         3              8              7              4              6              5.24           
Name2380            Surname2380         9              7              1              6              5              5.24           
Name2602            Surname2602         1              4              3              2              3              5.24           
Name2603            Surname2603         1              2              9              10             6              5.24           
Name2662            Surname2662         2              2              1              4              4              5.24           
Name2707            Surname2707         2              10             6              8              2              5.24           
Name2840            Surname2840         10             2              4              6              6              5.24           
Name2894            Surname2894         4              5              10             3              6              5.24           
Name3102            Surname3102         1              2              1              8              1              5.24           
Name3524            Surname3524         7              5              10             1              5              5.24           
